user_id,month,plan,base_price,discount_pct,payment_failed,revenue
U1118,08/01/2025,standard,499.0,0.0,FALSE,499.0
U2131,08/01/2025,STANDARD,499.0,0.0,0,499.0
U2422,2025-12,Basic,199.0,0.0,False,199.0
U1001,Oct-2025,Premium,999.0,0.0,No,
U1525,2025-09,Basic,199.0,0.0,No,199.0
U1038,08/01/2025,basic ,199.0,0.0,FALSE,199.0
U2077,Nov-2025,BASIC,199.0,30.0,FALSE,139.3
U2374,2025-11,Premium,999.0,10.0,0,899.1
 U2344 ,2025-08,Basic,199.0,0.0,FALSE,199.0
U2325,2026-01,premium ,999.0,,False,799.2
U1425,2025-09,Premium,999.0,0.0,FALSE,999.0
U1978,2025-10,Standard,499.0,0.0,FALSE,499.0
U2310,Dec-2025, PREMIUM,999.0,0.0,No,999.0
U1818,2025-09,BASIC,199.0,0.0,False,199.0
U2032,01/01/2026,Standard,499.0,0.0,0,499.0
U1354,2025-08,BASIC,199.0,0.0,0,199.0
U1493,Jan-2026,Premium,999.0,0.0,False,-1.0
U2099,12/01/2025,STANDARD,499.0,0.0,No,499.0
U2037,Sep-2025, Standard ,499.0,0.0,FALSE,499.0
U1460,2026-01, Standard ,499.0,0.0,False,499.0
U2019,10/01/2025,basic ,199.0,0.0,FALSE,199.0
U1850,Oct-2025,basic ,199.0,0.0,No,199.0
U1679,09/01/2025,Premium,999.0,30.0,0,699.3
U1073,11/01/2025, Standard ,499.0,0.0,FALSE,499.0
U2417,Jan-2026,Premium,999.0,,True,0.0
U1079,Nov-2025,Premium,999.0,0.0,FALSE,999.0
U1791,2025-10,Standard,499.0,0.0,FALSE,499.0
U2184,Sep-2025,Standard,499.0,0.0,0,499.0
U1253,Nov-2025,STANDARD,499.0,0.0,False,499.0
U2021,10/01/2025,Premium,999.0,0.0,False,999.0
U1241,2025-12,standard,499.0,20.0,0,399.2
U1349,2025-10,Standard,499.0,0.0,0,499.0
U2313,2025-11,standard,499.0,30.0,FALSE,349.3
U1855,12/01/2025,Basic,199.0,0.0,No,199.0
U1089,11/01/2025,Premium,999.0,20.0,No,799.2
U1482,2025-09, Standard ,499.0,0.0,No,499.0
U2077,12/01/2025,BASIC,199.0,0.0,False,199.0
U1648,10/01/2025,STANDARD,,0.0,0,499.0
U1064,09/01/2025,basic ,199.0,0.0,No,199.0
U1946,09/01/2025,BASIC,199.0,20.0,FALSE,159.2
U1152,12/01/2025, Standard ,499.0,,FALSE,499.0
U1991,Nov-2025,Premium,999.0,0.0,No,999.0
U1321,2025-12,Basic,199.0,,False,199.0
U2196,2026-01,STANDARD,499.0,0.0,No,
U1635,Oct-2025,premium ,999.0,0.0,No,999.0
U1153,12/01/2025,standard,499.0,0.0,No,499.0
U1345,2025-10,Basic,199.0,20.0,0,159.2
U1479,2025-09,Basic,199.0,0.0,False,199.0
U1401,Jan-2026,Premium,,0.0,FALSE,
U2084,12/01/2025,STANDARD,499.0,0.0,False,499.0
U1259,01/01/2026,BASIC,199.0,0.0,0,199.0
U2351,2025-09, Standard ,499.0,0.0,No,499.0
U1516,Sep-2025,premium ,999.0,0.0,False,999.0
U2136,08/01/2025,standard,499.0,0.0,False,499.0
U1240,2026-01,STANDARD,499.0,0.0,No,499.0
U2090,2026-01,BASIC,199.0,0.0,0,199.0
U1941,2025-08,standard,499.0,0.0,No,499.0
U2289,Dec-2025,BASIC,199.0,0.0,FALSE,
U2472,2026-01,STANDARD,499.0,30.0,No,349.3
U2407,2025-11,standard,499.0,20.0,0,399.2
U2389,2025-11,basic ,199.0,,FALSE,199.0
U1576,Aug-2025,standard,499.0,,FALSE,499.0
U1284,12/01/2025,Basic,199.0,0.0,No,199.0
U1667,Nov-2025,premium ,999.0,10.0,No,899.1
U2361,Jan-2026,basic ,199.0,30.0,FALSE,139.3
U1499,2025-09,premium ,999.0,0.0,No,999.0
U2295,2025-10,Standard,499.0,0.0,FALSE,499.0
U1924,12/01/2025, Standard ,499.0,0.0,FALSE,499.0
U1075,Jan-2026, Standard ,499.0,0.0,0,499.0
U2409,01/01/2026,Standard,499.0,0.0,FALSE,499.0
U1673,Jan-2026,STANDARD,499.0,20.0,0,399.2
U1506,Jan-2026,Premium,999.0,0.0,FALSE,999.0
U1572,10/01/2025,Basic,199.0,0.0,False,199.0
U1543,2025-12,Premium,999.0,0.0,0,999.0
U1189,10/01/2025, Standard ,499.0,0.0,0,499.0
U1547,01/01/2026,standard,499.0,0.0,False,499.0
U1451,2026-01,BASIC,199.0,0.0,False,199.0
U1804,Oct-2025,Standard,499.0,0.0,0,499.0
U1557,08/01/2025,Basic,199.0,0.0,TRUE,0.0
U2274,2025-09,premium ,999.0,10.0,0,899.1
U1902,01/01/2026,BASIC,199.0,0.0,No,199.0
U1118,2025-09, Standard ,499.0,0.0,No,499.0
U1775,Aug-2025,premium ,999.0,0.0,No,999.0
U2166,2025-08,Standard,499.0,0.0,FALSE,499.0
U2142,10/01/2025,Standard,499.0,0.0,No,499.0
U1801,Sep-2025,premium ,999.0,0.0,FALSE,999.0
U2074,2025-09,Basic,199.0,20.0,False,159.2
U2152,08/01/2025,STANDARD,499.0,0.0,0,499.0
U2075,2025-10,Basic,199.0,30.0,0,139.3
U1273,09/01/2025,Basic,199.0,0.0,No,199.0
U2053,12/01/2025,Standard,499.0,20.0,False,399.2
U1908,01/01/2026,premium ,999.0,20.0,FALSE,799.2
U1667,Aug-2025,premium ,999.0,0.0,False,999.0
U1685,Jan-2026,Basic,199.0,0.0,FALSE,199.0
U1470,2025-11,Standard,499.0,0.0,FALSE,
U2050,08/01/2025,BASIC,199.0,10.0,False,179.1
U2085,Oct-2025,Premium,999.0,0.0,False,999.0
U2423,Sep-2025, Standard ,499.0,0.0,False,499.0
U2261,Oct-2025,premium ,999.0,0.0,False,
 U2374 ,2026-01,Premium,999.0,0.0,False,999.0
U1536,12/01/2025,premium ,999.0,0.0,No,999.0
U1411,2025-08,Basic,199.0,0.0,FALSE,199.0
U2053,Jan-2026,standard,499.0,20.0,No,399.2
U1651,Nov-2025,Premium,999.0,0.0,False,999.0
U1538,2025-10,Basic,199.0,,1,0.0
U1970,Oct-2025,Premium,999.0,0.0,False,999.0
U1359,01/01/2026,basic ,199.0,0.0,False,199.0
U2428,2025-09,premium ,999.0,30.0,False,699.3
U1958,2025-09,Standard,499.0,30.0,False,349.3
U1635,2025-08,premium ,999.0,0.0,No,
U1802,01/01/2026,STANDARD,499.0,20.0,1,0.0
U1180,2025-09,basic ,199.0,20.0,No,159.2
U1336,Jan-2026,Premium,999.0,0.0,0,999.0
U1084,11/01/2025, Standard ,499.0,0.0,False,
U2043,2025-10,STANDARD,499.0,0.0,No,499.0
U1781,2025-10,STANDARD,499.0,0.0,FALSE,499.0
U1965,Dec-2025,Premium,999.0,0.0,False,999.0
U1307,12/01/2025,BASIC,199.0,10.0,0,179.1
U1553,08/01/2025,Basic,,0.0,No,199.0
U2479,2025-09,Basic,199.0,0.0,No,199.0
U2168,2025-10,Premium,999.0,0.0,0,999.0
U1219,11/01/2025,Premium,,0.0,FALSE,
U1524,12/01/2025,STANDARD,499.0,30.0,False,349.3
U2228,Dec-2025, Standard ,499.0,10.0,0,449.1
U2318,Aug-2025, PREMIUM,999.0,10.0,False,899.1
U1662,11/01/2025,Basic,199.0,0.0,0,199.0
U1315,2025-08,Basic,199.0,20.0,No,159.2
U1599,Aug-2025,Basic,199.0,0.0,No,199.0
U2298,08/01/2025,STANDARD,499.0,0.0,FALSE,499.0
U1758,11/01/2025, PREMIUM,999.0,0.0,No,999.0
U1353,Aug-2025, PREMIUM,999.0,0.0,False,999.0
U1391,Dec-2025,Standard,499.0,0.0,0,499.0
U1740,2025-10, Standard ,499.0,0.0,False,499.0
U1862,Aug-2025,standard,499.0,0.0,No,499.0
U2473,Nov-2025,Basic,199.0,0.0,0,199.0
U2377,12/01/2025,basic ,,0.0,False,199.0
U1553,2025-12,BASIC,199.0,0.0,FALSE,199.0
U2145,09/01/2025,BASIC,199.0,0.0,No,199.0
U1136,12/01/2025,Premium,999.0,20.0,No,799.2
U1543,Jan-2026, PREMIUM,,30.0,FALSE,699.3
U1024,Jan-2026,Basic,199.0,0.0,FALSE,199.0
U2032,08/01/2025,Standard,499.0,0.0,False,499.0
U1247,Nov-2025,standard,,30.0,0,349.3
U2010,Jan-2026,standard,499.0,0.0,FALSE,499.0
U2212,Jan-2026,Basic,199.0,0.0,FALSE,199.0
U1674,2026-01,basic ,199.0,0.0,0,199.0
U1936,2026-01,Basic,199.0,0.0,FALSE,
 U1454 ,08/01/2025,Premium,999.0,0.0,0,999.0
U1198,2025-12,basic ,199.0,20.0,No,159.2
U2030,2026-01,standard,499.0,0.0,FALSE,499.0
U1746,Sep-2025,Basic,199.0,0.0,No,199.0
U2053,Jan-2026,standard,499.0,20.0,No,399.2
U2451,2025-11, PREMIUM,999.0,10.0,FALSE,899.1
U1904,Jan-2026,Premium,999.0,0.0,0,999.0
U1218,Nov-2025,Premium,999.0,0.0,False,999.0
U1531,Sep-2025,Standard,499.0,20.0,0,399.2
U2233,12/01/2025,Basic,199.0,0.0,False,199.0
U1286,2026-01,BASIC,199.0,0.0,False,199.0
U2068,Nov-2025,Basic,199.0,0.0,0,199.0
U1044,Jan-2026,Premium,999.0,0.0,False,999.0
U1644,09/01/2025,Basic,199.0,0.0,No,199.0
U1335,10/01/2025,basic ,199.0,0.0,FALSE,199.0
U1014,Sep-2025,STANDARD,499.0,20.0,FALSE,399.2
U1892,Dec-2025,premium ,999.0,0.0,0,999.0
U1456,Oct-2025,Basic,199.0,0.0,0,199.0
U1234,2025-12,STANDARD,499.0,0.0,FALSE,499.0
U1277,Aug-2025, Standard ,499.0,0.0,FALSE,499.0
U2326,2025-08,Standard,499.0,0.0,0,499.0
U2398,2025-09,Premium,999.0,0.0,0,999.0
U1340,09/01/2025,Basic,199.0,0.0,False,199.0
U1641,Sep-2025,Standard,499.0,0.0,False,499.0
U2370,Nov-2025, PREMIUM,999.0,0.0,False,999.0
U1565,09/01/2025,Basic,199.0,0.0,FALSE,199.0
U1977,Nov-2025,basic ,199.0,30.0,False,139.3
 U1917 ,2025-09,STANDARD,499.0,10.0,No,449.1
U2417,2025-11,Premium,999.0,0.0,FALSE,999.0
U1680,2025-09,standard,499.0,0.0,FALSE,499.0
 U1225 ,Oct-2025,standard,499.0,0.0,0,499.0
U1954,Oct-2025,Basic,199.0,0.0,0,199.0
U1661,2025-08,standard,499.0,0.0,0,499.0
U1948,Oct-2025,Basic,199.0,0.0,FALSE,199.0
U1722,Oct-2025,BASIC,199.0,0.0,Yes,0.0
U2494,2025-12,Basic,199.0,20.0,No,159.2
U2113,Sep-2025,Premium,999.0,30.0,False,699.3
U1773,2025-11,standard,499.0,0.0,FALSE,499.0
U1902,12/01/2025,Basic,199.0,0.0,Yes,0.0
U1172,2025-09,standard,499.0,30.0,False,349.3
U2305,2025-08, Standard ,499.0,0.0,No,499.0
U1086,2025-10,Basic,199.0,0.0,False,199.0
U1801,01/01/2026,standard,499.0,0.0,0,499.0
U2370,12/01/2025, Standard ,499.0,0.0,No,499.0
U2392,2026-01,Premium,999.0,10.0,FALSE,899.1
U1288,Oct-2025, Standard ,499.0,0.0,0,499.0
U1028,2025-10,Basic,199.0,0.0,No,199.0
U1662,01/01/2026,BASIC,199.0,0.0,False,199.0
U1158,12/01/2025,Premium,999.0,10.0,No,899.1
U1185,2025-09,STANDARD,499.0,0.0,0,499.0
U1474,2025-12,BASIC,199.0,0.0,False,199.0
U1377,2025-09, Standard ,499.0,0.0,FALSE,499.0
U2258,10/01/2025,basic ,199.0,0.0,0,
U2246,2026-01,Premium,999.0,0.0,1,0.0
U1977,01/01/2026,Basic,199.0,0.0,False,199.0
U1553,2026-01,BASIC,199.0,,No,199.0
U1735,Jan-2026,Basic,199.0,0.0,0,199.0
U1766,09/01/2025,Standard,499.0,0.0,False,499.0
U1634,2026-01,Standard,,0.0,False,499.0
U1225,11/01/2025, Standard ,499.0,30.0,FALSE,349.3
U2296,2025-09,Basic,199.0,0.0,No,199.0
U1636,2025-11, PREMIUM,999.0,30.0,FALSE,699.3
U2422,08/01/2025,Basic,199.0,0.0,False,199.0
U2367,08/01/2025,Premium,999.0,0.0,FALSE,999.0
U1603,2025-08,Basic,199.0,0.0,FALSE,
U2186,Oct-2025,Basic,199.0,0.0,FALSE,199.0
U2230,Jan-2026,basic ,199.0,0.0,FALSE,199.0
U1666,Nov-2025,Basic,199.0,0.0,0,199.0
U2320,08/01/2025,Basic,199.0,,No,199.0
U1779,Oct-2025,Premium,999.0,0.0,False,999.0
U1915,Jan-2026,standard,499.0,0.0,False,499.0
U2163,Nov-2025,BASIC,199.0,0.0,0,199.0
U1231,01/01/2026,Premium,999.0,30.0,FALSE,699.3
U1487,08/01/2025,Basic,199.0,0.0,No,199.0
U1019,11/01/2025,premium ,999.0,0.0,FALSE,
U2485,2025-08,standard,499.0,,FALSE,499.0
U1954,2026-01,Basic,199.0,0.0,0,199.0
U1406,11/01/2025,STANDARD,499.0,0.0,1,0.0
U1623,2026-01,STANDARD,499.0,0.0,False,499.0
U2253,Dec-2025,Basic,199.0,0.0,0,199.0
U2283,Nov-2025,Premium,999.0,0.0,No,999.0
U2104,Dec-2025,BASIC,199.0,30.0,TRUE,0.0
U2382,Oct-2025,STANDARD,499.0,0.0,0,499.0
U2450,2026-01,premium ,999.0,0.0,False,999.0
U1580,Nov-2025,STANDARD,499.0,0.0,FALSE,499.0
U2325,2025-10,Premium,999.0,0.0,No,999.0
U1960,Sep-2025, Standard ,499.0,20.0,No,399.2
U1471,2026-01,STANDARD,499.0,0.0,FALSE,499.0
U1884,Oct-2025,basic ,199.0,0.0,0,199.0
U2137,09/01/2025,Premium,999.0,0.0,0,999.0
U1267,2025-11,Basic,199.0,0.0,No,199.0
U2177,08/01/2025,STANDARD,499.0,0.0,False,499.0
U1716,12/01/2025,Premium,999.0,0.0,0,999.0
U1606,2025-08,STANDARD,499.0,0.0,FALSE,499.0
U1679,2025-10,Premium,999.0,0.0,False,999.0
U1717,2025-12,standard,499.0,20.0,0,399.2
U1573,2025-08,Basic,199.0,0.0,False,199.0
U1455,Nov-2025,Standard,499.0,20.0,Yes,0.0
U2357,2025-08,STANDARD,499.0,0.0,False,499.0
U2450,2025-09,Premium,999.0,0.0,FALSE,999.0
U1460,2025-11,premium ,999.0,20.0,TRUE,0.0
U2290,Oct-2025, PREMIUM,999.0,0.0,FALSE,999.0
U2489,2025-08,Premium,999.0,0.0,No,999.0
U2288,Nov-2025,STANDARD,499.0,0.0,0,499.0
U1352,Aug-2025,Basic,199.0,0.0,No,199.0
U1358,2026-01,STANDARD,499.0,30.0,0,349.3
U1799,11/01/2025,BASIC,199.0,0.0,0,199.0
U1616,09/01/2025,Basic,199.0,,No,199.0
U1996,11/01/2025,basic ,199.0,0.0,False,199.0
U1168,2026-01, PREMIUM,999.0,0.0,0,999.0
U1081,09/01/2025,Premium,999.0,10.0,False,899.1
U1143,08/01/2025,Basic,199.0,0.0,FALSE,199.0
U1243,08/01/2025,BASIC,199.0,0.0,False,199.0
U2105,Sep-2025,Basic,199.0,0.0,0,199.0
U2257,Aug-2025, Standard ,499.0,0.0,False,499.0
U1807,10/01/2025,Standard,499.0,0.0,0,499.0
U1983,2025-12,Standard,499.0,0.0,FALSE,499.0
U2475,08/01/2025,Basic,199.0,0.0,0,199.0
U1431,Oct-2025,Standard,499.0,10.0,False,449.1
U1205,Dec-2025, PREMIUM,999.0,30.0,0,699.3
U2029,01/01/2026,Premium,999.0,0.0,0,999.0
U1460,Dec-2025,premium ,999.0,20.0,False,799.2
U1403,Nov-2025,basic ,199.0,0.0,No,199.0
U2352,2025-09,basic ,199.0,10.0,False,179.1
U1018,2025-10,basic ,199.0,0.0,No,199.0
U2243,08/01/2025, Standard ,499.0,0.0,0,499.0
U1590,10/01/2025,basic ,199.0,0.0,FALSE,199.0
U1609,2025-09,Premium,999.0,0.0,0,999.0
U1781,2025-12, Standard ,499.0,0.0,No,499.0
U1087,Oct-2025,STANDARD,499.0,,No,499.0
U1398,11/01/2025,Basic,199.0,0.0,FALSE,199.0
U1515,Jan-2026,Basic,199.0,0.0,False,199.0
U1645,09/01/2025, Standard ,499.0,0.0,False,499.0
U2154,08/01/2025,STANDARD,499.0,0.0,FALSE,499.0
U1822,2025-08,STANDARD,499.0,0.0,No,499.0
U1596,2025-08,basic ,199.0,0.0,No,199.0
U2466,11/01/2025,BASIC,199.0,10.0,0,179.1
U1925,2025-09, Standard ,499.0,0.0,FALSE,499.0
U1343,2025-12,Premium,999.0,10.0,FALSE,899.1
U2168,Dec-2025,Standard,499.0,0.0,FALSE,499.0
U2395,Nov-2025,Standard,499.0,0.0,0,499.0
U1989,2025-10,premium ,999.0,0.0,False,
U2208,Oct-2025, PREMIUM,999.0,0.0,No,999.0
U1069,09/01/2025, PREMIUM,999.0,0.0,False,999.0
U2044,2025-12,Basic,199.0,0.0,FALSE,199.0
U1857,Nov-2025,BASIC,,0.0,FALSE,199.0
U1535,2026-01,BASIC,199.0,10.0,False,179.1
U1255,12/01/2025,basic ,199.0,0.0,False,199.0
U2278,Nov-2025,basic ,199.0,0.0,FALSE,199.0
U1749,Aug-2025,standard,499.0,0.0,False,499.0
U2455,Aug-2025,basic ,199.0,0.0,No,199.0
U1200,2025-08,basic ,199.0,0.0,TRUE,0.0
U1117,2025-09, Standard ,499.0,0.0,0,499.0
U1908,Dec-2025, PREMIUM,999.0,0.0,0,999.0
U1474,01/01/2026,BASIC,199.0,,False,199.0
U2253,11/01/2025,basic ,199.0,,No,199.0
U1629,2025-08,Basic,199.0,0.0,False,199.0
U1826,Dec-2025,premium ,999.0,0.0,FALSE,999.0
U1295,2025-10,Standard,499.0,0.0,FALSE,499.0
U2266,Aug-2025,STANDARD,499.0,0.0,0,499.0
U2426,Oct-2025,Standard,499.0,0.0,0,499.0
U1509,Nov-2025,STANDARD,,20.0,No,399.2
U1711,Sep-2025,Basic,199.0,0.0,TRUE,0.0
U1928,2025-10,Basic,199.0,0.0,No,
U1094,Oct-2025,Premium,999.0,0.0,FALSE,999.0
U1623,09/01/2025,premium ,999.0,0.0,0,999.0
U1510,08/01/2025,Premium,,0.0,0,999.0
U2341,08/01/2025,STANDARD,499.0,0.0,False,499.0
U1530,2025-12,Premium,999.0,0.0,FALSE,999.0
U1907,Dec-2025,basic ,199.0,0.0,FALSE,199.0
U1266,Sep-2025,STANDARD,499.0,0.0,0,499.0
U2459,08/01/2025,Premium,999.0,0.0,0,999.0
 U1383 ,12/01/2025,basic ,199.0,0.0,No,199.0
U1875,Sep-2025, Standard ,499.0,10.0,0,449.1
U2198,Oct-2025,Basic,199.0,0.0,0,199.0
U1002,01/01/2026,Premium,999.0,30.0,False,699.3
U2143,Dec-2025,Basic,199.0,20.0,False,159.2
U2084,Jan-2026, Standard ,499.0,0.0,FALSE,499.0
U1490,2025-12,Standard,499.0,0.0,False,499.0
U2421,2026-01,Basic,199.0,30.0,No,139.3
U1770,01/01/2026,Basic,199.0,0.0,FALSE,199.0
U2314,2025-10,premium ,999.0,30.0,0,699.3
U2147,2025-11, Standard ,499.0,0.0,FALSE,499.0
U2181,11/01/2025,Basic,199.0,20.0,FALSE,159.2
U1787,2025-10,premium ,999.0,0.0,FALSE,999.0
U1727,2025-11,Premium,999.0,0.0,FALSE,999.0
U1308,2025-12,Basic,199.0,0.0,False,199.0
U1653,2025-08,standard,499.0,20.0,FALSE,399.2
U1944,2026-01, Standard ,499.0,0.0,No,499.0
U1980,Jan-2026,Premium,999.0,0.0,False,999.0
U1782,2025-11,BASIC,199.0,0.0,FALSE,199.0
U2193,Nov-2025,premium ,999.0,10.0,0,899.1
U1534,01/01/2026,STANDARD,,0.0,False,499.0
U1976,Nov-2025,premium ,999.0,0.0,1,0.0
U1867,12/01/2025,Basic,199.0,0.0,False,199.0
U1822,12/01/2025,Standard,499.0,0.0,False,499.0
U2058,09/01/2025,standard,499.0,0.0,FALSE,499.0
U1467,2026-01,BASIC,199.0,0.0,False,199.0
U2293,2025-11,standard,499.0,0.0,0,499.0
U1278,2025-09,premium ,999.0,0.0,False,999.0
U1639,11/01/2025, PREMIUM,999.0,0.0,0,999.0
U1409,2025-10,Standard,499.0,0.0,False,499.0
U1814,2025-11,basic ,199.0,,FALSE,199.0
U2325,2025-08,Premium,999.0,0.0,0,999.0
U2426,Aug-2025,STANDARD,499.0,0.0,False,499.0
U1555,2025-12,Basic,199.0,0.0,False,199.0
U1388,Oct-2025,Basic,199.0,0.0,No,199.0
U2096,2026-01,basic ,199.0,0.0,FALSE,199.0
U1391,10/01/2025, Standard ,499.0,0.0,FALSE,499.0
U1193,2026-01,Basic,199.0,0.0,False,199.0
U2106,2026-01,Basic,199.0,,True,0.0
U1244,01/01/2026,standard,499.0,,No,499.0
U1540,Jan-2026,Basic,199.0,30.0,0,139.3
U1838,12/01/2025,Basic,199.0,0.0,No,199.0
U1069,2026-01,Basic,199.0,0.0,False,199.0
U1348,Aug-2025,BASIC,199.0,0.0,FALSE,199.0
U1120,Aug-2025,Basic,199.0,20.0,False,159.2
U2491,10/01/2025, Standard ,499.0,0.0,False,499.0
U1502,2025-11,STANDARD,499.0,0.0,0,
U2438,09/01/2025,Standard,499.0,0.0,0,499.0
U1587,2025-12, Standard ,499.0,10.0,1,0.0
U2350,2025-10, Standard ,499.0,0.0,False,499.0
U1400,09/01/2025, Standard ,499.0,0.0,No,499.0
U2108,2025-08,STANDARD,499.0,0.0,0,499.0
U2117,08/01/2025,BASIC,199.0,0.0,False,199.0
U1142,Dec-2025, PREMIUM,999.0,10.0,No,899.1
U2034,01/01/2026,premium ,999.0,0.0,0,999.0
U1369,09/01/2025,Basic,199.0,0.0,False,199.0
U2491,Jan-2026,STANDARD,499.0,0.0,FALSE,499.0
U2195,09/01/2025,basic ,199.0,10.0,No,179.1
U1722,Sep-2025,Basic,199.0,0.0,0,199.0
U1993,2025-11,Basic,199.0,20.0,0,159.2
U2268,12/01/2025,premium ,999.0,0.0,FALSE,999.0
U2120,2025-11,Basic,199.0,0.0,FALSE,199.0
U2496,2025-12, Standard ,499.0,0.0,False,499.0
U2274,01/01/2026, PREMIUM,999.0,0.0,0,999.0
U1813,Oct-2025,STANDARD,499.0,0.0,False,499.0
U1871,2025-09,Basic,199.0,0.0,FALSE,199.0
U1893,Jan-2026,basic ,199.0,0.0,0,199.0
U2372,2025-10, Standard ,499.0,0.0,0,499.0
U1772,08/01/2025, PREMIUM,,0.0,0,999.0
U1561,2025-09,Standard,499.0,30.0,FALSE,349.3
U1455,Sep-2025,standard,499.0,0.0,False,499.0
 U2403 ,Jan-2026,Basic,199.0,0.0,False,199.0
U1437,01/01/2026,basic ,199.0,0.0,No,199.0
U2480,01/01/2026, Standard ,499.0,10.0,0,449.1
U1838,2025-10,standard,499.0,10.0,No,449.1
U1688,Sep-2025, PREMIUM,999.0,0.0,0,999.0
U1276,08/01/2025,premium ,999.0,,0,
U1203,2025-08,STANDARD,499.0,30.0,FALSE,349.3
U1659,2025-08, PREMIUM,999.0,0.0,0,999.0
U2253,Aug-2025,Basic,199.0,0.0,0,199.0
U1672,Nov-2025,Basic,199.0,0.0,No,199.0
U2218,10/01/2025,Premium,999.0,0.0,False,999.0
U2254,Dec-2025,basic ,199.0,0.0,FALSE,199.0
U2242,10/01/2025,STANDARD,499.0,20.0,True,0.0
U2167,2025-11,standard,499.0,0.0,FALSE,499.0
U2282,10/01/2025,STANDARD,499.0,20.0,TRUE,0.0
U1448,Aug-2025,Basic,199.0,0.0,No,199.0
U1002,08/01/2025,Premium,999.0,0.0,0,
U1574,2026-01,Premium,999.0,0.0,No,999.0
U2047,Sep-2025,standard,499.0,10.0,FALSE,449.1
U1795,11/01/2025,basic ,199.0,0.0,False,199.0
U2227,Sep-2025,Basic,199.0,30.0,No,139.3
U1534,2025-11,Standard,499.0,0.0,0,499.0
U2366,2025-12,BASIC,199.0,0.0,No,199.0
U2458,Oct-2025,basic ,199.0,0.0,No,199.0
U2076,2025-09,Standard,499.0,0.0,No,499.0
U1784,01/01/2026,Premium,999.0,0.0,0,999.0
U1385,Sep-2025,Premium,999.0,0.0,0,999.0
U1422,Jan-2026, PREMIUM,999.0,20.0,0,799.2
U1655,2025-08, Standard ,499.0,0.0,0,499.0
U2174,2025-11,premium ,,0.0,False,999.0
U2071,09/01/2025, Standard ,499.0,0.0,No,499.0
U1097,2026-01, Standard ,499.0,10.0,FALSE,449.1
U2368,Dec-2025,Standard,499.0,0.0,0,499.0
U1079,10/01/2025,Premium,999.0,0.0,0,999.0
U2101,11/01/2025,Premium,999.0,0.0,No,999.0
U1146,11/01/2025,standard,499.0,0.0,FALSE,499.0
U2467,Oct-2025,basic ,199.0,0.0,No,199.0
U1131,Sep-2025, PREMIUM,999.0,0.0,No,-1.0
U1191,Aug-2025,premium ,999.0,0.0,No,999.0
U2498,01/01/2026,basic ,199.0,30.0,False,139.3
U1450,01/01/2026,Basic,199.0,0.0,No,199.0
U2323,10/01/2025,Standard,499.0,0.0,FALSE,499.0
U1490,2026-01, Standard ,499.0,0.0,0,499.0
U1412,12/01/2025,standard,499.0,0.0,False,499.0
U2363,12/01/2025,Premium,999.0,0.0,No,999.0
U1260,Aug-2025,BASIC,199.0,0.0,False,199.0
U1877,2025-12,Basic,199.0,0.0,True,0.0
U1155,08/01/2025,Premium,999.0,0.0,No,999.0
U1627,09/01/2025,Standard,499.0,0.0,FALSE,499.0
U2458,Aug-2025,BASIC,,0.0,No,199.0
U2282,11/01/2025,STANDARD,499.0,0.0,0,499.0
U2214,2025-08,Basic,199.0,0.0,FALSE,199.0
U1107,12/01/2025,standard,499.0,0.0,No,499.0
U1632,Oct-2025,Premium,999.0,0.0,0,999.0
U1834,08/01/2025,Basic,199.0,0.0,0,199.0
U1164,Dec-2025,basic ,199.0,0.0,FALSE,199.0
U1529,2025-08,premium ,999.0,0.0,FALSE,999.0
U1397,Aug-2025, Standard ,499.0,0.0,0,499.0
U1164,2025-10,basic ,199.0,0.0,FALSE,199.0
U2483,08/01/2025,Standard,499.0,0.0,FALSE,499.0
U1836,2025-09,standard,499.0,10.0,FALSE,
U1323,Nov-2025,Basic,199.0,0.0,0,199.0
U2020,2025-12,premium ,999.0,0.0,False,999.0
U2138,2025-10,STANDARD,499.0,0.0,No,499.0
U1261,Dec-2025,basic ,199.0,0.0,0,199.0
U1799,2026-01,Basic,199.0,30.0,No,139.3
U1500,12/01/2025,STANDARD,499.0,0.0,True,0.0
U1334,Oct-2025,BASIC,199.0,0.0,False,199.0
U1434,12/01/2025,BASIC,199.0,,FALSE,
U1161,12/01/2025, Standard ,499.0,0.0,0,499.0
U1253,Aug-2025,Standard,499.0,0.0,FALSE,499.0
U1018,Jan-2026,basic ,199.0,0.0,FALSE,199.0
U2467,2025-12,Basic,199.0,0.0,TRUE,0.0
U1340,Oct-2025,Basic,199.0,30.0,No,139.3
U1941,2025-10, Standard ,499.0,0.0,No,-1.0
U2069,Nov-2025,BASIC,199.0,0.0,0,199.0
U2428,01/01/2026, PREMIUM,999.0,20.0,No,
U1854,Nov-2025,basic ,199.0,0.0,No,199.0
 U1718 ,Jan-2026,standard,499.0,30.0,No,
U1380,Dec-2025,Basic,199.0,0.0,False,199.0
U1488,11/01/2025,standard,499.0,20.0,FALSE,399.2
U2397,10/01/2025, Standard ,499.0,20.0,False,399.2
U1673,Sep-2025,STANDARD,499.0,0.0,FALSE,499.0
U2360,Nov-2025,Premium,999.0,0.0,FALSE,999.0
U1398,2025-10,basic ,199.0,0.0,0,199.0
U1454,Jan-2026,Standard,499.0,0.0,False,499.0
U1828,2026-01,standard,499.0,10.0,0,449.1
